Title,Description,Published At,Video URL,View Count,Like Count,Dislike Count,Comment Count,Tags,Duration (Minutes)
Dua Lipa - Houdini (Official Music Video),"Listen to 'Radical Optimism', the new album here: https://dualipa.lnk.to/radicaloptimism
Listen to Houdini: https://dualipa.lnk.to/houdini

Subscribe to the Dua Lipa channel for all the best and latest official music videos, behind the scenes and live performances. 
https://www.youtube.com/channel/UC-J-KZfRV8c13fOCkhXdLiQ?sub_confirmation=1

Follow Dua Lipa:
Instagram:  https://instagram.com/dualipa
Facebook: http://facebook.com/dualipa
TikTok: https://www.tiktok.com/@dualipaofficial
Twitter: http://twitter.com/dualipa
YouTube: https://youtube.com/@dualipa
WhatsApp: https://dualipa.lnk.to/textme

_

PRODUCTION COMPANY: Iconoclast
DIRECTOR: Manu Cossu
CINEMATOGRAPHER: André Chemetoff
EXECUTIVE PRODUCER: Maëva Tenneroni
EXECUTIVE PRODUCER : Romain Gavras
PRODUCER: Martha McGuirk
 
DIRECTORS REP: HANDS
RECORD LABEL: Warner Music
COMMISSIONER: Theresa Adebiyi
MARKETING DIRECTOR: Joel Quartey 
 
MANAGEMENT: Radical22
MANAGER: Dugi Lipa
DAY-TO-DAY MANAGER: Sofia Gold
PRODUCER: Pete Abbott
EA: Maisy Nicholson
PA: Olivia Moss
 
HEAD OF PRODUCTION: Kate Sharpe
MD/EP: Jean Mougin
MD/EP: Guy Rolfe
EP ASST: Jules Simmen
PRODUCTION MANAGER: Chanel Parkinson
PRODUCTION COORDINATOR: Alice Hayes
PRODUCTION ASSTS: Callum Anderson, Hannah Lockwood
JNR PRODUCTION ASST: Mia Tessema
 
CHOREOGRAPHER: Charm La’Donna
ASSOCIATE CHOREOGRAPHERS: Sharon June, Sammi Lee Jayne
AGENT: AMCK Group
CASTING: CMS World
CASTING DIRECTOR: Kyra Sophie
CASTING ASSTS: Mollie Grace, Olga Sikorska, Ananya Nisbet
 
PRODUCTION DESIGNER: Arthur De Borman
ART DIRECTOR: Craig Gilroy
ART DIRECTOR: Laurie Walters
ART ASSTS: Ella Schlesinger, Anna Grabowska, Ben Hughes, Berhan Medhaen, Tim Crosbie, Louis Teledo
 
ARTIST STYLIST: Lorenzo Posocco
STYLIST ASSTS: Raeann Hayden, Ariel Bretas, Giulia Cova
SEAMSTRESS: Alison Ozeray
ARTIST MAKE-UP: Lisa Eldridge
MAKE-UP ASST: Nilofar Mussa
ARTIST HAIR: Peter Lux
HAIR ASST: Anais Rosenthal
NAILS: Michelle Humphrey
 
1st ASSISTANT DIRECTOR: Benji Edwards
2nd ASSISTANT DIRECTOR: John Robinson
3rd ASSISTANT DIRECTOR: Carmen Dupreez
3rd ASSISTANT DIRECTOR: Oscar Ginn
RUNNERS: Darren Sintes, James Williams, Joe Heap, Danny Zanre, Guy Lewis, Gracie Best
STEWARDS: Gracie Best, Tyson Douglas, Collette Burke, Eilish Green
 
STEADICAM OP: Matt Allsop
1st AC: Phil Hardy
2nd AC: Rich Daws
CAMERA TRAINEE: Nia Berry
VIDEO PLAYBACK: Liam Coles
DIT: Dan Carling
KEY GRIP: John Flemming
GRIP: Derek Russell
CRANE TECH: Lee Kemble
REMOTE HEAD TECH: Mario Spanna
DOLLY GRIP: Bret Flemming, Gray Pocock
 
SOUND RECORDIST: Simon Haggis
MUSIC PLAYBACK ASSIST: Declan Chew
 
POST PRODUCTION: Poster Company
POST PRODUCTION DIRECTORS: Cyril Bordesoulle, Yéléna Dos Santos
VFX SUPERVISOR: Jonathan Lagache
 
EDITOR: Jérome Pesnel, Léo Gatelier
EDITOR ASST: Giovanni Bufali
 
GRADING: Mathieu Caplanne
GRADING ASSTS: Quentin Larrede, Laure Goyer
 
VFX:
Jonathan Lagache
Florent Scieur
Vivien Salvagione
Cédric Morellon
Mael Gaumont
Maxime Leturcq
Albin Martinetti
Anton Ducos
Bruno Caretta
Paul Briault
Julien Bonnet
 
GAFFER: Jonny Franklin
BEST BOY: Tony Goulding
DESK OP: Nathan Porter
ELECTRICIANS: Steve Young, Genki Mclure
MASTER RIGGER: Jake Stewart
RIGGER: Jordan Purcell
 
MAKEUP ARTIST (DANCERS): Dorita Nissen
1st MU ASST: Liana Centurion
MAKEUP ASSTS: Rachel Adedigba, Lorna Bryce
 
HAIR ARTIST (DANCERS): Yumi Nakada-Dingle
HAIR ASSTS: Ashley Nhill, Mayuko Nakae, Harriet Beidleman, Erika Kimura
HAIR DESIGNER (EXTRAS): Simon Izard
HAIR ASSTS: Michelle Kelly, Julie West, Aaron Dorn, Natasha Rose, Natasha Briggs, Alyce Egglestone
 
STYLIST (CROWD): Celia Arias
STYLING ASSTS: Katya Vystiak, Anton Turchyk, Lauren Amie
 
LOCATION MANAGER: Crispin Buxton
LEAD SECURITY: Randal Berbick
LOCATION SECURITY: Isaac De Vivo, Malakai Mars
 
BTS STILLS: Liz Miranda
BTS VIDEO: Aysia Marotta
BTS CONTENT: Benji Gershon
 
MEDIC: Andy Dorsett
H&S OFFICER: Alan Harte
 
DANCERS:
Bradley Salter
Danny Coburn
Dexter Obi
Ed Munro
Gabriel Goux
Honey Napoletano
Jacob Manning
Jamai Robinson
Jesus Kalu
Joel Gooding
Jonathan Jenvrin
Jordan Melchor
Kofi Mensah
Lamaar Manning
Liam Almeida
Luca Rainbow
Matthew Scott
Miekaile Browne
Reece Inches
Rycardo Gomez
 
Thanks to The English National Ballet’s Mulryan Centre for Dance
Hannah Bixby, Laura Oliver, Simone Barnes and Jess Greenaway
All our extra casting",2024-01-25T18:06:47Z,https://www.youtube.com/watch?v=suAR1PYFNYA,180520766,1426878,,49998,"['dua lipa', 'dua', 'new rules', 'dua leepa', 'idgaf', 'scared to be lonely', 'be the one', 'future nostalgia', ""don't start now"", ""let's get physical"", 'break my heart', 'houdini', 'pop music', 'hoodini', 'hewdini', 'huduni', 'hudinni', 'hudini', 'make me stay', 'catch me or i go', 'pop', 'dua red hair', 'levitating', 'tame impala']",3
Tyla - Water (Official Music Video),"Tyla - Water (Official Music Video)

Listen To “Water” now: https://Tyla.lnk.to/Water

Watch the Official Music Video: https://tyla.lnk.to/WaterOfficial 
Watch the Official Lyric Video: https://youtu.be/PBAMcKXcBKE
Listen to the Official Audio: https://youtu.be/wlmUnWLaeog

Follow Tyla:
https://instagram.com/tyla
https://www.tiktok.com/@tyla_
https://twitter.com/Tyllaaaaaaa

Join the #WaterChallenge on YouTube Shorts: https://tyla.lnk.to/YTShortsWaterChallenge

Make me sweat
Make me hotter
Make me lose my breathe 
Make me water

Normally
I can keep my cool but tonight I’m wildin 
Imma be 
In a dangerous mood can match my timing 
Telling me
That you really bout it why try hide it
Talk is cheap
Show me
That you understand how I like it 

Can you blow my mind
Set off my whole body
If I give you my time

Can you snatch my soul from me
I don’t wanna wait come take it
Take me where I ain’t been before

Can you blow my mind 
Set off my whole body

Make me sweat
Make me hotter
Make me lose my breathe 
Make me water

Hopefully 
You can last all night don’t get too excited
Privacy 
You ain’t gotta go nowhere you can stay inside it

Can you blow my mind
Set off my whole body
If I give you my time

Can you snatch my soul from me
I don’t wanna wait come take it
Take me where I ain’t been before

Can you blow my mind 
Set off my whole body

Make me sweat
Make me hotter
Make me lose my breathe 
Make me water (x2)

DIRECTOR: child.
CO- DIRECTOR: C&P    
EXECUTIVE VIDEO PRODUCER (LABEL): Gina Harrell @gstarsz
DP - Frank Mobilio @frankmobilio
PRODUCTION COMPANY: PrettyBird
EXECUTIVE PRODUCER - Candice Dragonas 
SUPERVISING PRODUCER - David Wept  @davidwept
PRODUCER - Farah Idrees @idr_farah
PRODUCTION DESIGNER - Winston Studios/Carlos Lopez @winstonstudios
EDITOR - Alex Morrison @morrydraco
COLORIST - Sean Coleman @seantelecine

CHOREOGRAPHER: Lee Che @litchi_hov
STYLIST: Lee Trigg @ltrigg
STYLIST ASSISTANT: Florence Thompson
STYLIST ASSISTANT: BT Marie
STYLIST ASSISTANT: Rocky Suarez
MAKEUP ARTIST:
Michael Anthony 
@manthony783 
HAIR STYLIST: Davontae Washington 
@iamdavontae

(C) 2023 FAX Records, under exclusive license to Epic Records, a division of Sony Music Entertainment

#Tyla #Water",2023-10-07T19:20:09Z,https://www.youtube.com/watch?v=XoiOOiuH8iI,276434101,2247675,,39579,"['tyla', 'new artist', 'getting late', 'tyla to last', 'to last tyla', 'to last', 'last', 'kooldrink', 'epic', 'epic records', 'new music', 'fax records', 'electronic', 'electronic music', 'dance music', 'dj lag', 'overdue', 'tyla been thinking', 'been thinking tyla', 'been thinking', 'ayra starr', 'ayra starr tyla', 'tyla ayra starr girl next door', 'girl next door', 'tyla girl next door', 'ayra starr girl next door', 'girl next door tyla ayra starr', 'water', 'tyla water', 'water tyla']",3
21 Savage - redrum (Official Music Video),"Watch the official music video for ""redrum"" by 21 Savage.

""american dream"" available at: http://AmericanDream21savage.com

Follow 21 Savage:
http://21Savage.com
http://instagram.com/21Savage
https://www.tiktok.com/@21savage
http://twitter.com/21Savage
http://facebook.com/21Savage

(C) 2024 Slaughter Gang, LLC under exclusive license to Epic Records, a division of Sony Music Entertainment

#21Savage #americandream #redrum",2024-01-25T18:06:40Z,https://www.youtube.com/watch?v=U4mADkt6o-M,105714334,1495252,,33030,"['21 savage', '21 savage music video', '21 savage redrum', 'redrum', 'redrum 21 savage', '21 savage redrum video', 'redrum music video', 'redrum video', '21 savage music', '21 savage official', 'new hip hop songs', 'rap 2024', '21 savage 2024', '21 savage american dream', '21 savage new album', '21 savage new song', 'american dream 21 savage', 'atlanta rap', 'rap', 'hip hop', '21 savage movie', 'redrum official video', '21 savage american dream album']",4
Kenya Grace - Strangers (Official Lyric Video),"Listen to 'Strangers' here: https://majorrecordings.lnk.to/strangers

Follow Kenya Grace:
https://www.instagram.com/kenyagrace
https://www.tiktok.com/@kenyagracebaby
https://www.youtube.com/@kenyagracebaby/

Credits:
Director: Ben Hanning
Shot by Julius Gutierrez
Color by Julius Gutierrez
Edit by Ben Hanning
Production Company: SPACEHRTS

Lyrics:
It always ends the same
when it was me and you
but every time I meet somebody new 
its like de ja vu

I swear they sound the same 
Its like they know my skin
every word they say sounds just like him 
and it goes like this

we’ll get in ur car and 
you’ll lean to kiss me 
we’ll talk for hours
and lie on the back seat 

Uh huh uh huh

Then one random night  
when everything changes  
You wont reply 
and we’ll go back to strangers 

Uh huh uh huh

it’s something that I hate 
how everyones disposable 
now every time I date somebody new 
I feel vulnerable 

that it’ll never change 
& it will just stay like this 
never ending dating breaking up
and it goes like this 

we’ll get in ur car and 
you’ll lean to kiss me 
we’ll talk for hours
and lie on the back seat 

Uh huh uh huh

Then one random night  
when everything changes  
You wont reply 
and we’ll go back to strangers 

Uh huh uh huh

It always ends the same
when it was me and u 
but every time I meet somebody new 
its like de ja vu

when we spoke for months 
did u ever mean it? 
how can they say that this is love?
when it goes like this

we’ll get in ur car and 
you’ll lean to kiss me 
we’ll talk for hours
and lie on the back seat 

Uh huh uh huh

Then one random night  
when everything changes  
You wont reply 
and we’ll go back to strangers 

Uh huh uh huh

#KenyaGrace #Strangers",2024-01-25T18:04:34Z,https://www.youtube.com/watch?v=S2TaAcwC_zI,94150996,1025969,,12295,"['Kenya Grace', 'Strangers', 'New Music', 'Viral Hits', 'New song', 'and it goes like this', 'And it goes like this song', ""We'll get in your car"", 'Lyrics', 'Official lyric video', 'Car song', 'Car playlist', 'Roadtrip playlist', 'well get in your car', ""we'll get in ur car"", 'lean to kiss me', ""and you'll lean to kiss me"", ""we'll talk for hours"", 'and lie on the backseat', 'lie on the backseat', 'uh-huh uh-huh', 'uh huh uh huh']",2
SZA - Kill Bill (Audio),"SZA’s New Album “SOS” // Available Everywhere Now!
Listen Here // https://sza.lnk.to/SOS  

Follow SZA: 
https://szasos.com 
http://instagram.com/sza 
http://twitter.com/sza 
http://facebook.com/sza 

#SZA #KillBill #SOS #RnB",2023-04-17T13:44:08Z,https://www.youtube.com/watch?v=SQnc1QibapQ,126429566,795792,,9246,"['Sza', 'sza sos', 'sza snl', 'shirt', 'hate', 'sza good days', 'good days on my mind', 'new sza album', 'sza shirt', 'ctrl', 'sza ctrl', 'sza blind', 's.o.s', 'morse code', 'nobody gets me', 'sos album trailer', 'don Toliver', 'phoebe bridgers', 'old dirty bastard', 'sza tiktok song', 'sza tiktok song unreleased', 'summer walker', 'drake 21 savage', 'tde', 'taylor swift', 'tiktok sped up', 'kendrick lamar', 'sza kendrick lamar', 'rnb', 'new rnb', 'pop', 'sza pop songs', 'sza the weekend', 'ari lennox', 'doja cat', 'kill bill']",2
"Jessie Murph, Jelly Roll - Wild Ones (Official Video)","Official Video for ""Wild Ones"" by Jessie Murph ft. Jelly Roll.
 
Listen to ""Wild Ones"" here: http://jessiemurph.lnk.to/wildones

Listen & Download 'That Ain't No Man That's The Devil' by Jessie Murph here: https://jessiemurph.lnk.to/TANMTTD
 
Follow Me!
TikTok: https://www.tiktok.com/@jessiemurphhh  
Instagram: https://www.instagram.com/jessiemurphhh
Facebook: https://www.facebook.com/jessiemurphhh
Twitter: https://twitter.com/jessiemurphhh
 
https://www.jessiemurph.com
 
Credits
Director: Thomas Falcone
Creative Director: Claire Schmitt
EP/Video Commissioner: Alexa Zeliger
Producer: Sydney Gawlik
Direct of Photography: Isabel Mazzolini
1st AC: Carolina Bayón
Additional Footage: Andy Pollitt/Claire Schmitt
Gaffer: Ian McGar
Grip: Ryan Shu
Editor/Colorist: Damon Romero
Additional Edit: Claire Schmitt
VFX: Abuidris Yousif
Title Cards/Type: John Aguilar
Agency: FIRST3 Agency
Mgmt - Julie Leff 
Columbia EVP, Video Production - Bryan Younce 
Columbia Marketing - Sam Sonkin
Columbia Digital Marketing - Natalie Landsberg

Lyrics
Got me wide wide open 
Got a 45 on ‘em 
And he’s pushing bout 102 
Always smoking something
He ain’t worried bout nothing 
Cause he ain’t got nothing to lose
 
I got a thang for the
Hard liquor on ice
Short days and long nights
Marlboros out the window
Middle finger to the sky
 
Say you wanna get dangerous 
Now you’re speaking my language
I forgot what your name is 
So imma call you mine
Imma call you mine
 
Got me wide wide open 
Got a 45 on ‘em 
And he’s pushing bout 102 
Always smoking something
He ain’t worried bout nothing 
Cause he ain’t got nothing to lose
 
I got a thang for the wild ones
I got a thang for the wild ones
It’s like he knew
 
I got a thang for the wild ones
I got a thang for the wild ones
They like me too
 
I’m attracted to things that are really crazy
They asking me how I’ve been feeling lately
If you coming for mine 
Then it’s do or die
No I won’t let it slide 
There’s no stealing bases
No back and forth arguing
No bitchin’ and bargaining 
A whole lot of problems
Living in gotham 
And Bunnie’s my Harley Quinn
 
I was raised in the darkness
Forgive me I’m guarded
I have no shame I’m in love with the heartless
The demons have been chasing us 
If Police come and snatch us up
Remember that cowgirls don’t cry
 
Got me wide wide open 
Got a 45 on ‘em 
And he’s pushing bout 102 
Always smoking something
He ain’t worried bout nothing 
Cause he ain’t got nothing to lose
 
I got a thang for the wild ones
I got a thang for the wild ones
It’s like he knew
 
I got a thang for the wild ones
I got a thang for the wild ones
They like me too
 as raised in the darkness
Forgive me I’m guarded
I have no shame I’m in love with the heartless
The demons have been chasing us 
If Police come and snatch us up
Remember that cowgirls don’t cry
 
Got me wide wide open 
Got a 45 on ‘em 
And he’s pushing bout 102 
Always smoking something
He ain’t worried bout nothing 
Cause he ain’t got nothing to lose
 
I got a thang for the wild ones
I got a thang for the wild ones
It’s like he knew
 
I got a thang for the wild ones
I got a thang for the wild ones
They like me too
 
Wild wild wild
It’s like he knew
Wild Wild Wild
They like me too
Wild wild wild
It’s like he knew
Wild Wild Wild
They like me too
 
#JessieMurph #JellyRoll #WildOnes",2024-02-05T23:56:46Z,https://www.youtube.com/watch?v=MVDJxMxzTL0,75096123,431159,,7839,"['Jessie Murph', 'Jelly Roll', 'Got me wide wide open', 'Got 45 on ‘em', 'And he’s pushing bout 102', 'Always smoking something', 'He ain’t worried bout nothing', 'Cause he ain’t got nothing to lose', 'got thang for the', 'Hard liquor on ice', 'Short days and long nights', 'Marlboros out the window', 'Middle finger to the sky', 'Say you wanna get dangerous', 'Now you’re speaking my language', 'forgot what your name is', 'So imma call you mine', 'Imma call you mine', 'got thang for the wild ones']",2
"The Weeknd, JENNIE, Lily-Rose Depp - One Of The Girls (Official Video)","Official audio for ""One Of The Girls"", available everywhere now: http://theweeknd.co/TheIdolEpisode4

►Follow The Weeknd:
https://twitter.com/theweeknd
https://instagram.com/theweeknd
https://facebook.com/theweeknd
https://tiktok.com/@theweeknd
https://triller.co/@theweeknd
https://story.snapchat.com/@theweeknd
https://www.theweeknd.com

#TheWeeknd #TheIdol

Music video by The Weeknd, JENNIE, Lily Rose Depp performing One Of The Girls. © 2023 The Weeknd XO, Inc., marketed by Republic Records, a division of UMG Recordings, Inc.",2024-01-25T18:06:05Z,https://www.youtube.com/watch?v=Mx92lTYxrJQ,194350754,2193110,,34545,"['The', 'Weeknd', 'JENNIE', 'Lily', 'Rose', 'Depp', 'One', 'Girls', 'Republic', 'Records', 'Soundtrack']",4
"Metro Boomin, The Weeknd, 21 Savage - Creepin' (Visualizer)","Download/stream ‘Heroes & Villains’ by Metro Boomin now: https://MetroBoomin.lnk.to/HeroesandVillains
 
Connect with Metro Boomin:
https://twitter.com/metroboomin
https://www.instagram.com/metroboomin/
https://www.instagram.com/boominati/
https://www.tiktok.com/@officialmetroboomin
https://www.facebook.com/MetroBoomin/
https://www.boominatiworldwide.com/
 
#MetroBoomin #HeroesAndVillains

Music video by Metro Boomin, The Weeknd, 21 Savage performing Creepin' (Visualizer). © 2022 Boominati Worldwide, LLC, under exclusive license to Republic Records, a division of UMG Recordings, Inc.

http://vevo.ly/qWbRLq",2023-04-17T13:42:37Z,https://www.youtube.com/watch?v=61ymOWwOwuk,52049793,588359,,7174,"['Metro', 'Boomin', 'The', 'Weeknd', 'Savage', ""Creepin'"", '(Visualizer)', 'Republic', 'Records', 'Hip', 'Hop', 'Metro Boomin', 'Boominati', 'Heroes', 'Heroes and Villains', 'Villains', 'Heroes Trilogy', 'Metro Booming', 'Young Thug', 'Young Nudy', 'Chris Brown', 'John Legend', 'Future', '21 Savage', 'The Weeknd', 'Heroes Villains', 'Gunna', 'Takeoff', 'Asap Rocky', 'Travis Scott', 'Don Toliver', 'Mustafa']",3
"The Weeknd, Ariana Grande - Die For You (Remix / Lyric Video)","Music video by The Weeknd, Ariana Grande performing Die For You (Remix / Lyric Video).© 2023 The Weeknd XO, Inc., marketed by Republic Records, a division of UMG Recordings, Inc.",2023-04-17T13:41:28Z,https://www.youtube.com/watch?v=YQ-qToZUybM,381867244,2266437,,39984,"['The Weeknd', 'Ariana Grande', 'XO Republic Records']",3
Libianca - People (Official Video),"Listen to ""People"" on streaming platforms : https://libianca.lnk.to/PeopleDC 

Connect with me:
Instagram: https://www.instagram.com/iamlibianca/ 
Twitter: https://twitter.com/iamlibianca
Facebook: @libiancaofficial
TikTok: https://www.tiktok.com/@iamlibianca

Director: @ceojay___
DP: @emaginenation
Producer: @notyourjem_
Gaffer: @duncanjohnsondop
Colorist: @colorist_zartaiski
BTS Camera: @moorephottos
BTS Camera 2: @zakesmedia

Lyrics:
Ohhh 
I've been drinking more alcohol for the past 5 days 
Did you check on me? 
Now did you look for me? 
I walked in the room 
Eyes are red 
And I don't smoke banga 
Did you check on me? 
Now did you notice me? 
Nobody will know the paranoia
Cuz I put a smile on my face 
A facade you can never face 
And if you don't know me well well oh 
You won't see how buried I am inside my grave 
Inside my grave 

Cuz you see people 
People, people, people 
Don't really know you 
They don't really know you 
Cuz you see people 
People, people 
They don't really know you 
They don't really know you 

I've been drinking more alcohol for the past five days 
Did you check on me? 
Now did you look for me? 
I walked in the room 
Eyes are red 
And I don't smoke banga 
Did you check on me? 
Now did you notice me? 

Oh holy father 
Oh holy father I dey try fo hold my head 
I say make you no leave me diko 
Oh holy father 
Yeah 
Oh, make you try fo understand 
Yahoo girl no dey for here 
Cuz you see people 
People 
People 
People don't really know you 
They don't really know you 
Cuz you see people 
People 
People 
They don't really know you 
They don't really know you 

I've been drinking more alcohol for the past 5 days 
Did you check on me? 
Now did you look for me? 
I walked in the room 
Eyes are red 
And I don't smoke banga 
Did you check on me? 
Now did you notice me? 
I've been drinking more alcohol for the past 5 days 
Did you check on me? 
Now did you look for me? 
I walked in the room 
Eyes are red 
And I don't smoke banga 
Did you check on me? 
Now did you notice me? 

I've been drinking more alcohol for the past five days 
Did you check on me?

#Libianca #People #OfficialVideo",2023-04-17T13:59:46Z,https://www.youtube.com/watch?v=rJWdfDPZ9Ck,351655272,2764544,,43771,"['Libianca', 'People']",3
Tinashe - Nasty (Official Video),"Listen to “Nasty"": https://tinashe.ffm.to/nasty
Subscribe to Tinashe's Channel: https://www.youtube.com/@tinashenow 

Follow Tinashe 
Insta: https://www.instagram.com/tinashenow/
TikTok: https://www.tiktok.com/@tinashe
X: https://x.com/tinashe 

CREDITS
Director : Jonah Haber 
Creative Director : Franc Fernandez 
Executive Producer : Galileo Mondol & Lopes 
Producer : Tali Weizman 
Co Producer : Nour Sayeh 
AD : Daniel Bennaiem 
2nd AD : Kieran Collins 
Production Logistics : TJ Gormley 
Production Company : BT Studios 
Director Rep : Cheyenne Shannon 
Director Rep : Lark Creative 

DP : Adam Madrzyk 
1st AC : Anthony Goodman 
Camera PA : Peter Valeri 
Steadicam : Quaid C de Baca 
Drone : Complex Aerial 

Gaffer : Mike Williamson 
BBE : Christian Mejia
Electric : Sebastian Gimbutas Key Grip : Marc Polanski 
BBG : Erik Covarrubias 
Grip : Alex SchmidtProduction Designer : Andrew Caso 
Art Director : Devin Leary 
Set Dresser : Alex Padilla

Production Assistant : Charlie Aguirre 
Production Assistant : Luke Houser 
Production Assistant : Kim Rocha 
Production Assistant : Caroline Hall 

Set Medic : Brittany Stedman
Picture Vehicles : Era Picture Cars 
Vehicle Coordinators : Sebastian Rodriguez & James Chrosniak 

Post Production & VFX by DEREDE Studios 
VFX Lead : Vitaliy Havrylyuk 
3D Artist : Luís Miguel Afons 
Matchmove Artist : Bruno Dias 

Editor : Nick Yumul 
Colorist : Cameron Marygold 
Sounds Deisgn & Trailer Mix : Alex Gluch 

Manager: Simonne Solitro / Roc Nation
Record Label: Nice Life Recording Company 
Creative: OCA
BTS : Colt Grice 

Choreographer : Jojo Gomez 
Dancer : Oriane Nlate 
Dancer : Kristopher Terry 
Dancer : Alyssa Santos 
Dancer : Chris Anthony Dancer : Kyla La Nee Chaney 
Dancer : Sanai “Nizzy” Frierson 
Dancer : Kai Lin 
Dancer : Robby Olmos 

Tinashe MUA : Marlaine Reiner 
Tinashe Stylist : Maleeka Moss 
Dancer Stylist : Dominque Samaniego 
Dancer Stylist Assistant : Jocelynne Ruiz
Dancer MUA : Nikki Parisi 
Dancer MUA Assistant : Stephanie Yniguez 

Catering : Humberto’s Catering 
Production Supplies : Bizzy Sets 
Production Trucking : Quixote

LYRICS

I been a nasty girl, nasty
I been a nasty girl, nasty
I been a nasty girl, nasty
I been a nasty nasty nasty
 
Is somebody gonna match my freak?
Is somebody gonna match my freak?
Is somebody gonna match my nasty?
I got stamina they say ima athlete
Is somebody gonna match my freak?
Need somebody with a good technique
Is somebody gonna match my nasty?
Pillow talking got my throat raspy
 
If you keep up with me
I’ll keep on coming back
If you do it too good
I’m gonna get attached
Cuz it it feels like heaven when it hurts so bad
Baby put it on me
I like it just like that
Just like that
 
I been a nasty girl, nasty
I been a nasty girl, nasty
(Just like that)
I been a nasty girl, nasty
I been a nasty nasty nasty
(I like it just like that)
I been a nasty girl, nasty
I been a nasty girl, nasty
(Just like that)
I been a nasty girl, nasty
I been a nasty nasty nasty
 
Big time pull up make a scene
Party’s lame, no vibe we can leave
shotgun my thighs on seat
I aint got nothing underneath
Looks like, you boutta spend the night
Looks like, I’m boutta change your life
Wife type he’s staying for the week
So I might just let him pay the lease
 
If you keep up with me
I’ll keep on coming back
If you do it too good
I’m gonna get attached
Cuz it it feels like heaven when it hurts so bad
Baby put it on me
I like it just like that
Just like that
 
I been a nasty girl, nasty
I been a nasty girl, nasty
(Just like that)
I been a nasty girl, nasty
I been a nasty nasty nasty
(I like it just like that)
I been a nasty girl, nasty
I been a nasty girl, nasty
(Just like that)
I been a nasty girl, nasty
I been a nasty nasty nasty
 
If you keep up with me
I’ll keep on coming back
If you do it too good
I’m gonna get attached
Cuz it it feels like heaven when it hurts so bad
Baby put it on me
I like it just like that
Just like that

℗ & © 2024 Tinashe Music Inc, under exclusive license to Nice Life Recording Company

Warning: All Rights Reserved. Unauthorized duplication is a violation of applicable laws.",2024-11-19T23:05:05Z,https://www.youtube.com/watch?v=jrjESdPsLxE,41192000,500244,,19100,"['Tinashe', 'Nasty', '(Official', 'Video)', 'Music', 'Inc.', 'under', 'exclusive', 'license', 'Nice', 'Life', 'Recording', 'Company', 'R&B']",3
Muni Long - Made For Me (Official Music Video),"Listen to ""Revenge"": https://MuniLong.lnk.to/Revenge

Shop ""Revenge"": https://defjamshop.com/collections/muni-long

Follow Muni Long
Instagram: http://instagram.com/munilong
Twitter: http://twitter.com/munilong
SoundCloud: https://soundcloud.com/munilong
TikTok: http://tiktok.com/@munilong
YouTube: http://youtube.com/munilong
Facebook: https://www.facebook.com/iammunilong
Spotify: https://spoti.fi/3naqle9

#MuniLong #Revenge

Music video by Muni Long performing Made For Me.© 2024 Muni Long, Inc., under exclusive license to Def Jam Recordings, a division of UMG Recordings, Inc.",2024-02-05T23:53:30Z,https://www.youtube.com/watch?v=vYa3ak-3p60,63693517,708440,,16116,"['Muni Long', 'Supergiant Records', 'LLC Def Jam Recordings']",3
"Rema, Selena Gomez - Calm Down (Official Music Video)","Listen to Rema - Calm Down (with Selena Gomez)
https://rema.lnk.to/CalmDownwithSelenaGomezID

Stream/Download: RAVE & ROSES https://rema.lnk.to/RaveandRosesID

Get Rave & Roses World Tour Tickets: https://heisrema.com/pages/tour 🎫
Shop Limited Rave & Roses Merch: https://heisrema.com/pages/merch

#rema #selenagomez #calmdown #raveandroses

Music video by Rema, Selena Gomez performing Calm Down. © 2022 Mavin Records / Jonzing World

http://vevo.ly/UFpqmQ",2023-04-17T13:39:41Z,https://www.youtube.com/watch?v=WcIcVapfqXw,1041994142,8600200,,198750,"['Rema', 'Selena', 'Gomez', 'Calm', 'Down', 'Mavin', 'Records', 'Jonzing', 'World', '한글자막', '日本語字幕', 'subtítulos en español', 'Türkçe Altyazılı', 'Phụ đề tiếng Việt', 'Subtitles in Tagalog', 'Teks dalam Bahasa Indonesia', 'उपशीर्षक हिंदी में', 'Sarikata Dalam Bahasa Malaysia', 'คำบรรยายภาษาไทย', 'レマ、セリーナ・ゴメス', '셀레나 고메즈', '雷瑪王', '席琳娜', '瑞马，赛琳娜戈麦斯']",4
